Id	Character	Name	Ability Element	Ability Pot. %	Ability Range	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Duration	Effect3_Extend	Effect3_Pot	Effect3_Range	Effect3_Type	GachaType	Initial Charge Time	MateriaSupport0	MateriaSupport1	MateriaSupport2	Recharge Time	Use Count
49028	Sephiroth	Edgar's Coiled Blade	Water	940.0	Single Enemy	Mag	4		Multiply Damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect																										Crossover		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49029	Sephiroth	Wintercrest Blade	Wind	290.0	All Enemies	Mag	4																																				Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
49030	Sephiroth	Blade of the Worthy	None	1010.0	All Enemies	Mag	4		Deals Fixed Additional Damage					40000		All Enemies	AdditionalEffect	Exploit Weakness	When HP is greater than 50.0%	60		20	40.0%		Self	StatusChangeEffect	Crit Rate					10.0%		All Enemies	AdditionalEffect								Limited		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49031	Sephiroth	Withering Blaze	Fire	700.0	Single Enemy	Mag	4		Fire Resistance Down	When HP is greater than 50.0%	30		10	Low	High	Single Enemy	BuffDebuff	Multiply Damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect																	Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49032	Sephiroth	Serrated Remiges	Wind	1120.0	Single Enemy	Mag	4		Status Ailment: Enfeeble	When HP is greater than 50.0%	30		10			Single Enemy	StatusConditionEffect																										Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49033	Sephiroth	Pandemonic Sword	Lightning	800.0	All Enemies	Mag	4		Multiply Damage	When HP is greater than 50.0%				120.0%		All Enemies	AdditionalEffect	PATK Down		30		10	Mid	High	All Enemies	BuffDebuff	MATK Up	When HP is greater than 50.0%	30		10	Mid	High	All Allies	BuffDebuff								Crossover		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49034	Sephiroth	Folding Ruler	None	250.0	All Enemies	Mag	4		PDEF Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
49035	Sephiroth	Sōba	Ice	1340.0	Single Enemy	Phys	4		Ice Weapon Boost		25		8	35.0%		All Allies	StatusChangeEffect																										Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49037	Sephiroth	Overture	Water	1340.0	Single Enemy	Phys	4		PDEF Down		25		8	Mid	High	Single Enemy	BuffDebuff	Water Damage Up	When debuff is on target	25		8	Mid	High	All Allies	BuffDebuff	HP Gain	On first use	60		0	8.0%		All Allies	StatusChangeEffect								Crossover		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
49039	Sephiroth	Phoenix Odachi	None	1340.0	Single Enemy	Mag	4		Phys. Weapon Boost		60		20	35.0%		All Allies	StatusChangeEffect	Mag. Weapon Boost		60		20	35.0%		All Allies	StatusChangeEffect	ATB+3	On first use						Self	AtbChangeEffect	Crit Rate				10.0%	Single Enemy	AdditionalEffect	Crossover		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
50001	Glenn	Personal Style	None	940.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
50002	Glenn	Crewkicker	Fire	750.0	Single Enemy	Phys	4																																				Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
50003	Glenn	Jiggy Fam	Earth	520.0	All Enemies	Mag	4																																				Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
50004	Glenn	Hardcore Squad	Heal	9.0	All Allies	Mag	5		PDEF Up		14		4	Mid	Mid	All Allies	BuffDebuff	MDEF Up		14		4	Mid	Mid	All Allies	BuffDebuff																	Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
50005	Glenn	Rest in Peace	None	750.0	Single Enemy	Phys	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
50006	Glenn	Slay the Day	None	420.0	Single Enemy	Phys	3		PDEF Down		24		8	Mid	Mid	Single Enemy	BuffDebuff	Water Damage Up	When HP is greater than 50.0%	35		7	High	High	Self	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	ATK Boost (Water) I	△ Triangle Boost I (+2)		No limit
50007	Glenn	Ultimatic	None	1040.0	Single Enemy	Phys	4	◯ Circle	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
50008	Glenn	Piece of Cake	None	510.0	Single Enemy	Phys	4		PDEF Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
50010	Glenn	Shockbuster	Lightning	520.0	All Enemies	Mag	4																																				Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
50011	Glenn	Apology in Hell	None	940.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
50012	Glenn	Pirate's Glaive	None	800.0	All Enemies	Phys	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Veil		60		12	10.0%		Self	StatusChangeEffect	HP Gain		30		0	8.0%		All Allies	StatusChangeEffect	Crit Rate				10.0%	All Enemies	AdditionalEffect	Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
50013	Glenn	Blade of Ruin	Ice	940.0	Single Enemy	Phys	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Increases Command Gauge					20.0%		Self	TacticsGaugeChangeEffect																	Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
50014	Glenn	Squeaky Hammer	None	700.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Guild		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
50015	Glenn	Inferno Grave	Fire	450.0	Single Enemy	Mag	4																																				Grindable		ATK Boost I	ATK Boost I	ATK Boost I		No limit
50016	Glenn	Pumpkin Lamppost	Heal	14.0	Single Ally	Mag	4		PATK Up		38		12	High	High	Single Ally	BuffDebuff	Regen		15		3	30.0%		Single Ally	StatusChangeEffect																	Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
50018	Glenn	Thousand Waves	None	560.0	Single Enemy	Mag	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
50019	Glenn	Steiner's Blade	None	360.0	Single Enemy	Phys	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
50020	Glenn	Stream Slasher	Water	900.0	Single Enemy	Phys	4	◊ Diamond	PDEF Down		25		8	High	High	Single Enemy	BuffDebuff	Veil	When HP is less than 70.0%	60		12	10.0%		All Allies	StatusChangeEffect																	Limited		PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
50021	Glenn	Best Wishes	None	360.0	Single Enemy	Mag	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
50022	Glenn	Radglaive	Water	290.0	All Enemies	Mag	4																																				Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
50023	Glenn	Silver Sol Buster	Fire	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
50024	Glenn	Ultimate Personal Style	Heal	5.0	All Allies	Mag	0		MDEF Up		20		20	High	High	All Allies	BuffDebuff																										Ultimate	30				30	1
50026	Glenn	Stilva Glaive	None	250.0	All Enemies	Mag	4		Ice Resistance Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
50027	Glenn	Ogrekiller	None	2000.0	Single Enemy	Both	0		Provoke		60		60	0.0%		Self	StatusChangeEffect	Physical Resistance Increased		30		0	50.0%		Self	StatusChangeEffect	Magic Resistance Increased		30		0	50.0%		Self	StatusChangeEffect	Regen		15	15	30.0%	Self	StatusChangeEffect	Ultimate	15				50	3
50029	Glenn	Set Square	None	250.0	All Enemies	Mag	4		PDEF Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
50030	Glenn	Desperado Glaive	Earth	620.0	Single Enemy	Phys	3		PATK Down		30		10	High	High	Single Enemy	BuffDebuff	Earth Resistance Down	When HP is greater than 70.0%	30		10	High	High	Single Enemy	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect								Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
50031	Glenn	Snow's Bardiche	Ice	920.0	Single Enemy	Mag	4		Status Ailment: Enfeeble		60		12			Single Enemy	StatusConditionEffect	MATK Down		35		11	Mid	High	Single Enemy	BuffDebuff	MDEF Up	When HP is greater than 70.0%	35		11	Mid	High	All Allies	BuffDebuff								Crossover		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
50032	Glenn	Patissier's Glaive	Fire	920.0	Single Enemy	Mag	4		Fire Resistance Down		25		8	Mid	High	Single Enemy	BuffDebuff	MATK Up		25		8	Mid	High	All Allies	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect								Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
51001	Matt	Broadsword: Axis	None	900.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
51002	Matt	Orthodox Raven	Water	540.0	All Enemies	Mag	4																																				Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
51003	Matt	Absolute Royal	Ice	540.0	All Enemies	Mag	4																																				Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
51004	Matt	Prime Number	Heal	75.0	All Allies	Mag	5																																				Featured		MATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
51005	Matt	Espee Rapiere Next-G	Heal	150.0	Single Ally	Mag	5																																				Featured		MATK Boost I	MATK Boost I	ATK Boost (Fire) I		No limit
51006	Matt	Core Defender	Heal	8.0	All Allies	Mag	4		MDEF Up		14		4	High	High	All Allies	BuffDebuff																										Featured		ATK Boost I	ATK Boost I	ATK Boost (Wind) I		No limit
51007	Matt	Centipede	Heal	60.0	All Allies	Mag	5		PDEF Up		14		4	Mid	High	All Allies	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	HEAL Boost I		No limit
51008	Matt	Stingray	None	540.0	Single Enemy	Mag	4		MDEF Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
51009	Matt	Killer Hornet	None	720.0	Single Enemy	Phys	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
51010	Matt	Bramble Spine	Heal	14.0	Single Ally	Mag	4		PATK Up		38		12	High	High	Single Ally	BuffDebuff	Regen		15		3	30.0%		Single Ally	StatusChangeEffect																	Featured		PATK Boost I	PATK Boost I	All (Cure Spells) I		No limit
51012	Matt	Syringe Rapier	Heal	8.0	All Allies	Mag	4		MDEF Up		14		4	Mid	High	All Allies	BuffDebuff	PDEF Up	When HP is greater than 50.0%	14		4	Mid	High	All Allies	BuffDebuff																	Featured		MATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
51013	Matt	Foam Sword	None	620.0	Single Enemy	Phys	4		Removes PDEF Up							Single Enemy	CancelEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Guild		PATK Boost I	PATK Boost I	All (Cure Spells) I		No limit
51015	Matt	Slick Beetle	None	480.0	Single Enemy	Phys	4		PATK Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
51016	Matt	Bahamut Rapier	None	450.0	Single Enemy	Mag	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Grindable		ATK Boost I	ATK Boost I	MATK Boost I		No limit
51017	Matt	Holiday Cane	Earth	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
51018	Matt	Giant Fork	Heal	14.0	Single Ally	Mag	4		PATK Up		44		14	Low	Mid	Single Ally	BuffDebuff	Regen		15		3	30.0%		Single Ally	StatusChangeEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
51020	Matt	Humus Rapier	Wind	290.0	All Enemies	Mag	4																																				Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
51021	Matt	Nautilus Spiral	None	420.0	Single Enemy	Phys	3	◊ Diamond	Ice Resistance Down		24		8	High	High	Single Enemy	BuffDebuff	Lightning Resistance Down	When HP is greater than 50.0%	24		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	HEAL Boost I	All (Cure Spells) I		No limit
51022	Matt	Firefish	Fire	450.0	Single Enemy	Phys	4																																				Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
51023	Matt	Deroplatys	Heal	48.0	All Allies	Mag	4		PATK Up		20		6	Mid	High	All Allies	BuffDebuff	MDEF Up	When HP is greater than 70.0%	20		6	High	High	All Allies	BuffDebuff																	Limited		PATK Boost I	HEAL Boost I	All (Esuna) I		No limit
51024	Matt	Ultimate Broadsword: Axis	Heal	25.0% of max HP	All Allies	Mag	0		Regen		4		3	30.0%		All Allies	StatusChangeEffect	Removes PDEF Down, MDEF Down							All Allies	CancelEffect																	Ultimate	40				40	1
51025	Matt	Candle Rapier	Lightning	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
51026	Matt	Luminary Sword	Heal	8.0	All Allies	Mag	4		MATK Up		30		10	Low	High	All Allies	BuffDebuff	Fire Damage Up	When HP is greater than 70.0%	30		10	Low	High	All Allies	BuffDebuff																	Featured		MATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
51027	Matt	Hrotti	None	360.0	Single Enemy	Mag	4		Earth Resistance Down		28		9	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
51029	Matt	Gladius	Heal	41.0	All Allies	Mag	0		Haste		15		15	0.0%		All Allies	StatusChangeEffect	Amp. Healing Abilities		60	1	0	50.0%		Self	StatusChangeEffect																	Ultimate	20				60	2
51031	Matt	Dragontail Sword	None	360.0	Single Enemy	Mag	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
51032	Matt	Desperado Rapier	Heal	60.0	All Allies	Mag	5		Lightning Resistance Up		30		10	Mid	High	All Allies	BuffDebuff	Wind Resistance Up		30		10	Mid	High	All Allies	BuffDebuff	PATK Up	When HP is greater than 70.0%	30		10	Mid	High	All Allies	BuffDebuff								Featured		ATK Boost I	HEAL Boost I	◯ Circle Sigil Boost I (+2)		No limit
52001	Lucia	V39	None	690.0	All Enemies	Phys	4		Crit Rate					10.0%		All Enemies	AdditionalEffect																										Featured		PATK Boost I	PATK Boost I	ATK Boost (Ice) I		No limit
52002	Lucia	Pulse Gun	Wind	500.0	All Enemies	Mag	4																																				Featured		ATK Boost I	ATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52003	Lucia	Serpent Eater	Water	790.0	Single Enemy	Phys	4																																				Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
52004	Lucia	Thunderbird	Lightning	540.0	Single Enemy	Mag	4		MDEF Down		30		10	Mid	High	Single Enemy	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52005	Lucia	Tranquilizer Gun	Heal	165.0	Self	Mag	5		Removes Ailment: Poison, Ailment: Darkness							Self	CancelEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52006	Lucia	SSR1976	Heal	14.0	Single Ally	Mag	4		MDEF Up		38		12	High	High	Single Ally	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
52007	Lucia	Mad Minute	None	540.0	Single Enemy	Phys	4		MATK Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
52008	Lucia	Killer Falcon	Fire	920.0	Single Enemy	Mag	4		Fire Weapon Boost		25		8	35.0%		All Allies	StatusChangeEffect	HP Gain	On first use	60		0	8.0%		All Allies	StatusChangeEffect																	Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
52009	Lucia	Bald Eagle	None	540.0	Single Enemy	Phys	4		Ice Resistance Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	PATK Boost I	ATK Boost (Ice) I		No limit
52010	Lucia	Black Rifle	None	790.0	Single Enemy	Phys	4		Status Ailment: Silence		5		2			Single Enemy	StatusConditionEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52013	Lucia	Nightjar	None	420.0	Single Enemy	Mag	3	◊ Diamond	PDEF Down		24		8	High	High	Single Enemy	BuffDebuff	MDEF Down	When debuff is on target	24		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52014	Lucia	Rubber Band Gun	None	620.0	Single Enemy	Phys	4		Increases Command Gauge					20.0%		Self	TacticsGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Guild		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52015	Lucia	Featherscatter	None	360.0	Single Enemy	Mag	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52016	Lucia	Barn Swallow	None	790.0	Single Enemy	Phys	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52017	Lucia	Pumpkin Blaster	Heal	14.0	Single Ally	Mag	4		MDEF Up		38		12	Mid	High	Single Ally	BuffDebuff																										Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52019	Lucia	Rifle of Levin	Lightning	420.0	Single Enemy	Mag	4																																				Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52020	Lucia	Holiday Revolver	Earth	800.0	Single Enemy	Mag	4																																				Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52021	Lucia	Vivi's Magical Gun	Fire	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52022	Lucia	Rose Musket	Fire	620.0	Single Enemy	Mag	4		MDEF Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52023	Lucia	Turks' Rifle	None	360.0	Single Enemy	Mag	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
52025	Lucia	Marine Shooter	None	560.0	All Enemies	Phys	4		PATK Down		30		10	Mid	High	All Enemies	BuffDebuff	Fire Resistance Down	When HP is greater than 50.0%	30		10	High	High	All Enemies	BuffDebuff																	Featured		PATK Boost I	ATK Boost (Fire) I	✕ Cross Sigil Boost I (+2)		No limit
52026	Lucia	Ultimate V39	Heal	5.0	Single Ally	Mag	0		PATK Up		30		30	High	High	Single Ally	BuffDebuff	MATK Up		30		30	High	High	Single Ally	BuffDebuff																	Ultimate	30				30	1
52027	Lucia	Eligor Rifle	Ice	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52029	Lucia	Rifle of the Hunt	Earth	620.0	Single Enemy	Phys	4		Earth Resistance Down		30		10	Mid	High	Single Enemy	BuffDebuff	PDEF Down	When HP is greater than 50.0%	30		10	Mid	High	Single Enemy	BuffDebuff																	Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52030	Lucia	Spirit Demon Rifle	None	250.0	All Enemies	Mag	4		PATK Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52031	Lucia	Shinra Ceremonial Rifle	Fire	840.0	Single Enemy	Phys	4		Status Ailment: Enfeeble		60		12			Single Enemy	StatusConditionEffect	Fire Damage Up	When HP is greater than 50.0%	20		6	Mid	High	All Allies	BuffDebuff	ATB+2	On first use						All Allies	AtbChangeEffect								Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
52032	Lucia	Aldebaran	None	2000.0	Single Enemy	Both	0		HP Gain		50		50	10.0%		All Allies	StatusChangeEffect	Amp. Phys. Abilities		50	1	0	30.0%		All Allies	StatusChangeEffect	Amp. Mag. Abilities		50	1	0	30.0%		All Allies	StatusChangeEffect								Ultimate	15				50	3
52034	Lucia	Desperado Rifle	Ice	780.0	All Enemies	Phys	4		PDEF Down		20		6	Mid	High	All Enemies	BuffDebuff	Ice Damage Up	When HP is greater than 70.0%	20		6	Mid	High	All Allies	BuffDebuff																	Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
56001	Angeal	Type-90 Longsword	None	750.0	Single Enemy	Phys	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Regen		9		3	30.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
56002	Angeal	Greatsword (A)	None	540.0	All Enemies	Phys	4		PDEF Down		30		10	High	High	All Enemies	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect	Crit Rate					10.0%		All Enemies	AdditionalEffect								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56003	Angeal	Type-91 Two-Hander	None	420.0	Single Enemy	Mag	3	◊ Diamond	PATK Down		24		8	Mid	High	Single Enemy	BuffDebuff	MATK Down	When HP is greater than 50.0%	24		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56004	Angeal	Shinra Greatsword: Model I	None	620.0	Single Enemy	Phys	4		Earth Resistance Down		30		10	High	High	Single Enemy	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56005	Angeal	CC Alloy Greatsword	Lightning	900.0	Single Enemy	Mag	4																																				Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56006	Angeal	Stalwart Integrity	Heal	8.0	All Allies	Mag	4		PDEF Up		20		6	High	High	All Allies	BuffDebuff	PATK Up	When HP is greater than 70.0%	20		6	High	High	All Allies	BuffDebuff																	Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
56007	Angeal	Innocent Warrior	Fire	520.0	All Enemies	Mag	4																																				Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56008	Angeal	Gargantuan Monolith	Heal	16.0	Self	Phys	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	MDEF Up		44		14	High	High	Self	BuffDebuff																	Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
56009	Angeal	Sequoiadendron	Earth	600.0	Single Enemy	Phys	4																																				Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56010	Angeal	Tranquility	Water	940.0	Single Enemy	Phys	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Veil		60		12	10.0%		Self	StatusChangeEffect																	Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56011	Angeal	Orchard Shovel	None	490.0	Single Enemy	Phys	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Guild		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56012	Angeal	Ultimate Type-90 Longsword	Heal	5.0	All Allies	Mag	0		PDEF Up		20		20	Mid	High	All Allies	BuffDebuff	MDEF Up		20		20	Mid	High	All Allies	BuffDebuff																	Ultimate	30				30	1
56013	Angeal	Cyan's Blade	Ice	450.0	Single Enemy	Phys	4																																				Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
56014	Angeal	Mythril Slasher	Water	580.0	All Enemies	Mag	4		Water Resistance Down	When debuff is on target	30		10	Mid	High	All Enemies	BuffDebuff	Provoke		60		0	0.0%		Self	StatusChangeEffect																	Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56015	Angeal	Volcanic Heat	Fire	620.0	Single Enemy	Phys	4		Fire Resistance Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect																	Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56016	Angeal	Titan Blade	Earth	450.0	Single Enemy	Mag	4																																				Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56017	Angeal	Turks' Blade	None	250.0	All Enemies	Mag	4		PATK Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56019	Angeal	Greatsword of the Worthy	Heal	8.0	All Allies	Mag	4		PDEF Up		20		6	Mid	High	All Allies	BuffDebuff	MDEF Up		20		6	Mid	High	All Allies	BuffDebuff	Veil	When HP is less than 70.0%	60		12	10.0%		All Allies	StatusChangeEffect								Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56020	Angeal	Blade of the Hunt	Ice	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56021	Angeal	Penance Blade	Fire	290.0	All Enemies	Mag	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
