Id	Character	Name	Ability Element	Ability Pot. %	Ability Range	Ability Text	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Duration	Effect3_Extend	Effect3_Pot	Effect3_Range	Effect3_Type	GachaType	Initial Charge Time	MateriaSupport0	MateriaSupport1	MateriaSupport2	Recharge Time	Use Count
51013	Matt	Foam Sword	Non-Elemental	620.0	Single Enemy	Deal 620.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nRemoves PDEF Up [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4		Removes PDEF Up							Single Enemy	CancelEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Guild		PATK Boost I	PATK Boost I	All (Cure Spells) I		No limit
51015	Matt	Slick Beetle	Non-Elemental	480.0	Single Enemy	Deal 480.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		PATK Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
51016	Matt	Bahamut Rapier	Non-Elemental	450.0	Single Enemy	Deal 450.0% Mag. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Mag.	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Grindable		ATK Boost I	ATK Boost I	MATK Boost I		No limit
51017	Matt	Holiday Cane	Earth	290.0	All Enemies	Deal 290.0% Mag. Earth damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
51018	Matt	Giant Fork	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nPATK Up [Pot: Low] [Rng: Single Ally] [Dur: 44s] [Ext: 14s] [Max pot: Mid] \nApplies Regen [Rng: Single Ally] [Dur: 15s] [Ext: 3s] 	Mag.	4		PATK Up		44		14	Low	Mid	Single Ally	BuffDebuff	Regen		15		3	30.0%		Single Ally	StatusChangeEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
51020	Matt	Humus Rapier	Wind	290.0	All Enemies	Deal 290.0% Mag. Wind damage [Rng: All Enemies] 	Mag.	4																																				Event		MATK Boost I	MATK Boost I	MATK Boost I		No limit
51021	Matt	Nautilus Spiral	Non-Elemental	420.0	Single Enemy	Deal 420.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIce Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 50.0%, Lightning Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	3	◊ Diamond	Ice Resistance Down		24		8	High	High	Single Enemy	BuffDebuff	Lightning Resistance Down	When HP is greater than 50.0%	24		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	HEAL Boost I	All (Cure Spells) I		No limit
51022	Matt	Firefish	Fire	450.0	Single Enemy	Deal 450.0% Phys. Fire damage [Rng: Single Enemy] 	Phys.	4																																				Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
51023	Matt	Deroplatys	Heal	48.0	All Allies	Mag. heal is cast [48.0% of Healing Pot.] [Rng: All Allies] \nPATK Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is greater than 70.0%, MDEF Up [Pot: High] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] 	Mag.	4		PATK Up		20		6	Mid	High	All Allies	BuffDebuff	MDEF Up	When HP is greater than 70.0%	20		6	High	High	All Allies	BuffDebuff																	Limited		PATK Boost I	HEAL Boost I	All (Esuna) I		No limit
51024	Matt	Ultimate Broadsword: Axis	Heal	25.0% of max HP	All Allies	Restores 25.0% of max HP [Mag.] [Rng: All Allies] \nApplies Regen [Rng: All Allies] [Dur: 4s] [Ext: 3s] \nRemoves PDEF Down, MDEF Down [Rng: All Allies] 	Mag.	0		Regen		4		3	30.0%		All Allies	StatusChangeEffect	Removes PDEF Down, MDEF Down							All Allies	CancelEffect																	Ultimate	40				40	1
51025	Matt	Candle Rapier	Lightning	290.0	All Enemies	Deal 290.0% Mag. Lightning damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
51026	Matt	Luminary Sword	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nMATK Up [Pot: Low] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 70.0%, Fire Damage Up [Pot: Low] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MATK Up		30		10	Low	High	All Allies	BuffDebuff	Fire Damage Up	When HP is greater than 70.0%	30		10	Low	High	All Allies	BuffDebuff																	Featured		MATK Boost I	MATK Boost I	All (Cure Spells) I		No limit
51027	Matt	Hrotti	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nEarth Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		Earth Resistance Down		28		9	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
51029	Matt	Gladius	Heal	41.0	All Allies	Mag. heal is cast [41.0% of Healing Pot.] [Rng: All Allies] \nApplies Haste [Rng: All Allies] [Dur: 15s] [Ext: 15s] \nApplies Amp. Healing Abilities [Pot: 50.0%] [Rng: Self] [Dur: 60s] [Ext: 0s] 	Mag.	0		Haste		15		15	0.0%		All Allies	StatusChangeEffect	Amp. Healing Abilities		60	1	0	50.0%		Self	StatusChangeEffect																	Ultimate	20				60	2
51031	Matt	Dragontail Sword	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
51032	Matt	Desperado Rapier	Heal	60.0	All Allies	Mag. heal is cast [60.0% of Healing Pot.] [Rng: All Allies] \nLightning Resistance Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWind Resistance Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 70.0%, PATK Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	5		Lightning Resistance Up		30		10	Mid	High	All Allies	BuffDebuff	Wind Resistance Up		30		10	Mid	High	All Allies	BuffDebuff	PATK Up	When HP is greater than 70.0%	30		10	Mid	High	All Allies	BuffDebuff								Featured		ATK Boost I	HEAL Boost I	◯ Circle Sigil Boost I (+2)		No limit
52001	Lucia	V39	Non-Elemental	690.0	All Enemies	Deal 690.0% Phys. Non-Elemental damage [Rng: All Enemies] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate					10.0%		All Enemies	AdditionalEffect																										Featured		PATK Boost I	PATK Boost I	ATK Boost (Ice) I		No limit
52002	Lucia	Pulse Gun	Wind	500.0	All Enemies	Deal 500.0% Mag. Wind damage [Rng: All Enemies] 	Mag.	4																																				Featured		ATK Boost I	ATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52003	Lucia	Serpent Eater	Water	790.0	Single Enemy	Deal 790.0% Phys. Water damage [Rng: Single Enemy] 	Phys.	4																																				Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
52004	Lucia	Thunderbird	Lightning	540.0	Single Enemy	Deal 540.0% Mag. Lightning damage [Rng: Single Enemy] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MDEF Down		30		10	Mid	High	Single Enemy	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52005	Lucia	Tranquilizer Gun	Heal	165.0	Self	Mag. heal is cast [165.0% of Healing Pot.] [Rng: Self] \nRemoves Ailment: Poison, Ailment: Darkness [Rng: Self] 	Mag.	5		Removes Ailment: Poison, Ailment: Darkness							Self	CancelEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52006	Lucia	SSR1976	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMDEF Up [Pot: High] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] 	Mag.	4		MDEF Up		38		12	High	High	Single Ally	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
52007	Lucia	Mad Minute	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		MATK Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
52008	Lucia	Killer Falcon	Fire	920.0	Single Enemy	Deal 920.0% Mag. Fire damage [Rng: Single Enemy] \nApplies Fire Weapon Boost [Pot: 35.0%] [Rng: All Allies] [Dur: 25s] [Ext: 8s] \nOn first use, Applies HP Gain [When triggered: restores 8.0% of target's max HP] [Rng: All Allies] [Dur: 60s] [Ext: 0s] 	Mag.	4		Fire Weapon Boost		25		8	35.0%		All Allies	StatusChangeEffect	HP Gain	On first use	60		0	8.0%		All Allies	StatusChangeEffect																	Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
52009	Lucia	Bald Eagle	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIce Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Ice Resistance Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	PATK Boost I	ATK Boost (Ice) I		No limit
52010	Lucia	Black Rifle	Non-Elemental	790.0	Single Enemy	Deal 790.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Status Ailment: Silence [Rng: Single Enemy] [Dur: 5s] [Ext: 2s]\n[Crit rate:10.0%] 	Phys.	4		Status Ailment: Silence		5		2			Single Enemy	StatusConditionEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52013	Lucia	Nightjar	Non-Elemental	420.0	Single Enemy	Deal 420.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nWhen debuff is on target, MDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	3	◊ Diamond	PDEF Down		24		8	High	High	Single Enemy	BuffDebuff	MDEF Down	When debuff is on target	24		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52014	Lucia	Rubber Band Gun	Non-Elemental	620.0	Single Enemy	Deal 620.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIncreases Command Gauge [Pot: 20.0%] \n[Crit rate:10.0%] 	Phys.	4		Increases Command Gauge					20.0%		Self	TacticsGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Guild		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52015	Lucia	Featherscatter	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52016	Lucia	Barn Swallow	Non-Elemental	790.0	Single Enemy	Deal 790.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4	◊ Diamond	Crit Rate					10.0%		Single Enemy	AdditionalEffect																										Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52017	Lucia	Pumpkin Blaster	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMDEF Up [Pot: Mid] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] 	Mag.	4		MDEF Up		38		12	Mid	High	Single Ally	BuffDebuff																										Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52019	Lucia	Rifle of Levin	Lightning	420.0	Single Enemy	Deal 420.0% Mag. Lightning damage [Rng: Single Enemy] 	Mag.	4																																				Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52020	Lucia	Holiday Revolver	Earth	800.0	Single Enemy	Deal 800.0% Mag. Earth damage [Rng: Single Enemy] 	Mag.	4																																				Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52021	Lucia	Vivi's Magical Gun	Fire	290.0	All Enemies	Deal 290.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52022	Lucia	Rose Musket	Fire	620.0	Single Enemy	Deal 620.0% Mag. Fire damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, MDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MDEF Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff																										Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52023	Lucia	Turks' Rifle	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
52025	Lucia	Marine Shooter	Non-Elemental	560.0	All Enemies	Deal 560.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Mid] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, Fire Resistance Down [Pot: High] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		PATK Down		30		10	Mid	High	All Enemies	BuffDebuff	Fire Resistance Down	When HP is greater than 50.0%	30		10	High	High	All Enemies	BuffDebuff																	Featured		PATK Boost I	ATK Boost (Fire) I	✕ Cross Sigil Boost I (+2)		No limit
52026	Lucia	Ultimate V39	Heal	5.0	Single Ally	Mag. heal is cast [5.0% of Healing Pot.] [Rng: Single Ally] \nPATK Up [Pot: High] [Rng: Single Ally] [Dur: 30s] [Ext: 30s] [Max pot: High] \nMATK Up [Pot: High] [Rng: Single Ally] [Dur: 30s] [Ext: 30s] [Max pot: High] 	Mag.	0		PATK Up		30		30	High	High	Single Ally	BuffDebuff	MATK Up		30		30	High	High	Single Ally	BuffDebuff																	Ultimate	30				30	1
52027	Lucia	Eligor Rifle	Ice	290.0	All Enemies	Deal 290.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																				Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52029	Lucia	Rifle of the Hunt	Earth	620.0	Single Enemy	Deal 620.0% Phys. Earth damage [Rng: Single Enemy] \nEarth Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, PDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		Earth Resistance Down		30		10	Mid	High	Single Enemy	BuffDebuff	PDEF Down	When HP is greater than 50.0%	30		10	Mid	High	Single Enemy	BuffDebuff																	Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
52030	Lucia	Spirit Demon Rifle	Non-Elemental	250.0	All Enemies	Deal 250.0% Mag. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52031	Lucia	Shinra Ceremonial Rifle	Fire	840.0	Single Enemy	Deal 840.0% Phys. Fire damage [Rng: Single Enemy] \nApplies Status Ailment: Enfeeble [Rng: Single Enemy] [Dur: 60s] [Ext: 12s]\nWhen HP is greater than 50.0%, Fire Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nOn first use, +2 ATB Gauge [Rng: All Allies] 	Phys.	4		Status Ailment: Enfeeble		60		12			Single Enemy	StatusConditionEffect	Fire Damage Up	When HP is greater than 50.0%	20		6	Mid	High	All Allies	BuffDebuff	ATB+2	On first use						All Allies	AtbChangeEffect								Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
52032	Lucia	Aldebaran	Non-Elemental	2000.0	Single Enemy	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nApplies HP Gain [When triggered: restores 10.0% of target's max HP] [Rng: All Allies] [Dur: 50s] [Ext: 50s] \nApplies Amp. Phys. Abilities [Damage +30.0% up to 1 time(s)] [Rng: All Allies] [Dur: 50s] [Ext: 0s] \nApplies Amp. Mag. Abilities [Damage +30.0% up to 1 time(s)] [Rng: All Allies] [Dur: 50s] [Ext: 0s] 	Phys./Mag.	0		HP Gain		50		50	10.0%		All Allies	StatusChangeEffect	Amp. Phys. Abilities		50	1	0	30.0%		All Allies	StatusChangeEffect	Amp. Mag. Abilities		50	1	0	30.0%		All Allies	StatusChangeEffect								Ultimate	15				50	3
52034	Lucia	Desperado Rifle	Ice	780.0	All Enemies	Deal 780.0% Phys. Ice damage [Rng: All Enemies] \nPDEF Down [Pot: Mid] [Rng: All Enemies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is greater than 70.0%, Ice Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] 	Phys.	4		PDEF Down		20		6	Mid	High	All Enemies	BuffDebuff	Ice Damage Up	When HP is greater than 70.0%	20		6	Mid	High	All Allies	BuffDebuff																	Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost II (+4)		No limit
56001	Angeal	Type-90 Longsword	Non-Elemental	750.0	Single Enemy	Deal 750.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nApplies Regen [Rng: Self] [Dur: 9s] [Ext: 3s] \n[Crit rate:10.0%] 	Phys.	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Regen		9		3	30.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
56002	Angeal	Greatsword (A)	Non-Elemental	540.0	All Enemies	Deal 540.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPDEF Down [Pot: High] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] \n[Crit rate:10.0%] 	Phys.	4		PDEF Down		30		10	High	High	All Enemies	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect	Crit Rate					10.0%		All Enemies	AdditionalEffect								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56003	Angeal	Type-91 Two-Hander	Non-Elemental	420.0	Single Enemy	Deal 420.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 50.0%, MATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	3	◊ Diamond	PATK Down		24		8	Mid	High	Single Enemy	BuffDebuff	MATK Down	When HP is greater than 50.0%	24		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56004	Angeal	Shinra Greatsword: Model I	Non-Elemental	620.0	Single Enemy	Deal 620.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nEarth Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] \n[Crit rate:10.0%] 	Phys.	4		Earth Resistance Down		30		10	High	High	Single Enemy	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56005	Angeal	CC Alloy Greatsword	Lightning	900.0	Single Enemy	Deal 900.0% Mag. Lightning damage [Rng: Single Enemy] 	Mag.	4																																				Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56006	Angeal	Stalwart Integrity	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nPDEF Up [Pot: High] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is greater than 70.0%, PATK Up [Pot: High] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] 	Mag.	4		PDEF Up		20		6	High	High	All Allies	BuffDebuff	PATK Up	When HP is greater than 70.0%	20		6	High	High	All Allies	BuffDebuff																	Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
56007	Angeal	Innocent Warrior	Fire	520.0	All Enemies	Deal 520.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																				Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56008	Angeal	Gargantuan Monolith	Heal	16.0	Self	Phys. heal is cast [16.0% of Healing Pot.] [Rng: Self] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nMDEF Up [Pot: High] [Rng: Self] [Dur: 44s] [Ext: 14s] [Max pot: High] 	Phys.	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	MDEF Up		44		14	High	High	Self	BuffDebuff																	Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
56009	Angeal	Sequoiadendron	Earth	600.0	Single Enemy	Deal 600.0% Phys. Earth damage [Rng: Single Enemy] 	Phys.	4																																				Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56010	Angeal	Tranquility	Water	940.0	Single Enemy	Deal 940.0% Phys. Water damage [Rng: Single Enemy] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] 	Phys.	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Veil		60		12	10.0%		Self	StatusChangeEffect																	Limited		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56011	Angeal	Orchard Shovel	Non-Elemental	490.0	Single Enemy	Deal 490.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \n[Crit rate:10.0%] 	Phys.	4		Provoke		60		0	0.0%		Self	StatusChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																	Guild		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56012	Angeal	Ultimate Type-90 Longsword	Heal	5.0	All Allies	Mag. heal is cast [5.0% of Healing Pot.] [Rng: All Allies] \nPDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 20s] [Max pot: High] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 20s] [Max pot: High] 	Mag.	0		PDEF Up		20		20	Mid	High	All Allies	BuffDebuff	MDEF Up		20		20	Mid	High	All Allies	BuffDebuff																	Ultimate	30				30	1
56013	Angeal	Cyan's Blade	Ice	450.0	Single Enemy	Deal 450.0% Phys. Ice damage [Rng: Single Enemy] 	Phys.	4																																				Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
56014	Angeal	Mythril Slasher	Water	580.0	All Enemies	Deal 580.0% Mag. Water damage [Rng: All Enemies] \nWhen debuff is on target, Water Resistance Down [Pot: Mid] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] 	Mag.	4		Water Resistance Down	When debuff is on target	30		10	Mid	High	All Enemies	BuffDebuff	Provoke		60		0	0.0%		Self	StatusChangeEffect																	Featured		MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56015	Angeal	Volcanic Heat	Fire	620.0	Single Enemy	Deal 620.0% Phys. Fire damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, Fire Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] 	Phys.	4		Fire Resistance Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff	Veil		60		12	10.0%		Self	StatusChangeEffect																	Featured		PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)		No limit
56016	Angeal	Titan Blade	Earth	450.0	Single Enemy	Deal 450.0% Mag. Earth damage [Rng: Single Enemy] 	Mag.	4																																				Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56017	Angeal	Turks' Blade	Non-Elemental	250.0	All Enemies	Deal 250.0% Mag. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																	Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
