Id	Character	Name	Ability Name	Ability Element	Ability Pot. %	Ability Range	Ability Text	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Custom	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Custom	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Custom	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Custom	Effect3_Duration	Effect3_Extend	Effect3_Pot	Effect3_PotMax	Effect3_Range	Effect3_Type	Effect4	Effect4_Custom	Effect4_Duration	Effect4_Extend	Effect4_Pot	Effect4_Range	Effect4_Type	Effect5	Effect5_Custom	Effect5_Extend	Effect5_Pot	Effect5_PotMax	Effect5_Range	Effect5_Type	GachaType	Initial Charge Time	MateriaSupport0	MateriaSupport1	MateriaSupport2	Recharge Time	Use Count
51029	Matt	Gladius	Essence Diffusion	Heal	41.0	All Allies	Mag. heal is cast [41.0% of Healing Pot.] [Rng: All Allies] \nApplies Haste [Rng: All Allies] [Dur: 15s] [Ext: 15s] \nApplies Amp. Healing Abilities [Pot: 50.0%] [Rng: Self] [Dur: 60s] [Ext: 0s] 	Mag.	0		Haste			15		15	0.0%		All Allies	StatusChangeEffect	Amp. Healing Abilities			60	1	0	50.0%		Self	StatusChangeEffect																																		Ultimate	20				60	2
51030	Matt	Physician's Scalpel	Luminous Excision	Non-Elemental	920.0	All Enemies	Deal 920.0% Mag. Non-Elemental damage [Rng: All Enemies] \nWater Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] \n{Spade Customization} Applied Stats Debuff Tier Increased [Pot: Low] [Rng: All Enemies] [Dur: +10s] [Max Tier: Extra High] 	Mag.	3		Water Damage Up			25		8	Mid	High	All Allies	BuffDebuff	MDEF Up			25		8	Mid	High	All Allies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect	Applied Stats Debuff Tier Increased		Spade		10	Low	Extra High	All Enemies	BuffDebuffEnhance															Featured		ATK Boost I	HEAL Boost I	All (Cure Spells) I		No limit
51031	Matt	Dragontail Sword	Debravera Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	PATK Boost I	MATK Boost I		No limit
51032	Matt	Desperado Rapier	Green Repose	Heal	60.0	All Allies	Mag. heal is cast [60.0% of Healing Pot.] [Rng: All Allies] \nLightning Resistance Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWind Resistance Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 70.0%, PATK Up [Pot: Mid] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	5		Lightning Resistance Up			30		10	Mid	High	All Allies	BuffDebuff	Wind Resistance Up			30		10	Mid	High	All Allies	BuffDebuff	PATK Up	When HP is greater than 70.0%		30		10	Mid	High	All Allies	BuffDebuff																								Featured		ATK Boost I	HEAL Boost I	◯ Circle Sigil Boost I (+2)		No limit
52001	Lucia	V39	Pineapple Shot	Non-Elemental	690.0	All Enemies	Deal 690.0% Phys. Non-Elemental damage [Rng: All Enemies] \n[Crit rate:10.0%] 	Phys.	4		Crit Rate						10.0%		All Enemies	AdditionalEffect																																												Featured		PATK Boost I	PATK Boost I	ATK Boost (Ice) I		No limit
52002	Lucia	Pulse Gun	Aeroga A	Wind	500.0	All Enemies	Deal 500.0% Mag. Wind damage [Rng: All Enemies] 	Mag.	4																																																							Featured		ATK Boost I	ATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52003	Lucia	Serpent Eater	Hydroshot	Water	790.0	Single Enemy	Deal 790.0% Phys. Water damage [Rng: Single Enemy] 	Phys.	4																																																							Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
52004	Lucia	Thunderbird	Laser Spark	Lightning	540.0	Single Enemy	Deal 540.0% Mag. Lightning damage [Rng: Single Enemy] \nMDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MDEF Down			30		10	Mid	High	Single Enemy	BuffDebuff																																												Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52005	Lucia	Tranquilizer Gun	Potion Volley	Heal	165.0	Self	Mag. heal is cast [165.0% of Healing Pot.] [Rng: Self] \nRemoves Ailment: Poison, Ailment: Darkness [Rng: Self] 	Mag.	5		Removes Ailment: Poison, Ailment: Darkness								Self	CancelEffect																																												Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52006	Lucia	SSR1976	Stalwart Manaward	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMDEF Up [Pot: High] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] 	Mag.	4		MDEF Up			38		12	High	High	Single Ally	BuffDebuff																																												Featured		MATK Boost I	MATK Boost I	Buff/Debuff Extension I		No limit
52007	Lucia	Mad Minute	Barrage	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nMATK Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] \n{Spade Customization} When HP is greater than 50.0%, Earth Damage Up [Pot: High] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] 	Phys.	4		MATK Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect	Earth Damage Up	When HP is greater than 50.0%	Spade	25		8	High	High	All Allies	BuffDebuff																								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
52008	Lucia	Killer Falcon	Explosive Bullets	Fire	920.0	Single Enemy	Deal 920.0% Mag. Fire damage [Rng: Single Enemy] \nApplies Fire Weapon Boost [Pot: 35.0%] [Rng: All Allies] [Dur: 25s] [Ext: 8s] \nOn first use, Applies HP Gain [When triggered: restores 8.0% of target's max HP] [Rng: All Allies] [Dur: 60s] [Ext: 0s] 	Mag.	4		Fire Weapon Boost			25		8	35.0%		All Allies	StatusChangeEffect	HP Gain	On first use		60		0	8.0%		All Allies	StatusChangeEffect																																		Featured		MATK Boost I	MATK Boost I	△ Triangle Boost II (+4)		No limit
52009	Lucia	Bald Eagle	Diving Burst	Non-Elemental	540.0	Single Enemy	Deal 540.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIce Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Ice Resistance Down			25		8	High	High	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		ATK Boost I	PATK Boost I	ATK Boost (Ice) I		No limit
52010	Lucia	Black Rifle	Quietude	Non-Elemental	790.0	Single Enemy	Deal 790.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Status Ailment: Silence [Rng: Single Enemy] [Dur: 5s] [Ext: 2s]\n[Crit rate:10.0%] 	Phys.	4		Status Ailment: Silence			5		2			Single Enemy	StatusConditionEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52013	Lucia	Nightjar	Nightglint	Non-Elemental	420.0	Single Enemy	Deal 420.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nWhen debuff is on target, MDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	3	◊ Diamond	PDEF Down			24		8	High	High	Single Enemy	BuffDebuff	MDEF Down	When debuff is on target		24		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		PATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
52014	Lucia	Rubber Band Gun	Parading Shot	Non-Elemental	620.0	Single Enemy	Deal 620.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nIncreases Command Gauge [Pot: 20.0%] \n[Crit rate:10.0%] 	Phys.	4		Increases Command Gauge						20.0%		Self	TacticsGaugeChangeEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Guild		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
52015	Lucia	Featherscatter	Debravera Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52016	Lucia	Barn Swallow	Striking Quintet	Non-Elemental	790.0	Single Enemy	Deal 790.0% Phys. Non-Elemental damage [Rng: Single Enemy] \n[Crit rate:10.0%] 	Phys.	4	◊ Diamond	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																												Featured		ATK Boost I	ATK Boost I	ATK Boost I		No limit
52017	Lucia	Pumpkin Blaster	Solid Manaward	Heal	14.0	Single Ally	Mag. heal is cast [14.0% of Healing Pot.] [Rng: Single Ally] \nMDEF Up [Pot: Mid] [Rng: Single Ally] [Dur: 38s] [Ext: 12s] [Max pot: High] 	Mag.	4		MDEF Up			38		12	Mid	High	Single Ally	BuffDebuff																																												Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52019	Lucia	Rifle of Levin	Thundara Surge	Lightning	420.0	Single Enemy	Deal 420.0% Mag. Lightning damage [Rng: Single Enemy] 	Mag.	4																																																							Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52020	Lucia	Holiday Revolver	Rock Blast	Earth	800.0	Single Enemy	Deal 800.0% Mag. Earth damage [Rng: Single Enemy] 	Mag.	4																																																							Featured		MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)		No limit
52021	Lucia	Vivi's Magical Gun	Fira Surge A	Fire	290.0	All Enemies	Deal 290.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
52022	Lucia	Rose Musket	Blazing Rose	Fire	620.0	Single Enemy	Deal 620.0% Mag. Fire damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, MDEF Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Mag.	4		MDEF Down	When HP is greater than 50.0%		30		10	High	High	Single Enemy	BuffDebuff																																												Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
52023	Lucia	Turks' Rifle	Armora Breach Surge	Non-Elemental	360.0	Single Enemy	Deal 360.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPDEF Down [Pot: Low] [Rng: Single Enemy] [Dur: 28s] [Ext: 9s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PDEF Down			28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Event		ATK Boost I	ATK Boost I	PATK Boost I		No limit
52025	Lucia	Marine Shooter	Bullet Hail	Non-Elemental	560.0	All Enemies	Deal 560.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Mid] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, Fire Resistance Down [Pot: High] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		PATK Down			30		10	Mid	High	All Enemies	BuffDebuff	Fire Resistance Down	When HP is greater than 50.0%		30		10	High	High	All Enemies	BuffDebuff																																		Featured		PATK Boost I	ATK Boost (Fire) I	△ Triangle Boost I (+2)		No limit
52026	Lucia	Ultimate V39	Boost Volley	Heal	5.0	Single Ally	Mag. heal is cast [5.0% of Healing Pot.] [Rng: Single Ally] \nPATK Up [Pot: High] [Rng: Single Ally] [Dur: 30s] [Ext: 30s] [Max pot: High] \nMATK Up [Pot: High] [Rng: Single Ally] [Dur: 30s] [Ext: 30s] [Max pot: High] 	Mag.	0		PATK Up			30		30	High	High	Single Ally	BuffDebuff	MATK Up			30		30	High	High	Single Ally	BuffDebuff																																		Ultimate	30				30	1
52027	Lucia	Eligor Rifle	Blizzara Surge A	Ice	290.0	All Enemies	Deal 290.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52029	Lucia	Rifle of the Hunt	Dust Whirl	Earth	620.0	Single Enemy	Deal 620.0% Phys. Earth damage [Rng: Single Enemy] \nEarth Resistance Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nWhen HP is greater than 50.0%, PDEF Down [Pot: Mid] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		Earth Resistance Down			30		10	Mid	High	Single Enemy	BuffDebuff	PDEF Down	When HP is greater than 50.0%		30		10	Mid	High	Single Enemy	BuffDebuff																																		Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
52030	Lucia	Spirit Demon Rifle	Debravera Surge A	Non-Elemental	250.0	All Enemies	Deal 250.0% Mag. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down			35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
52031	Lucia	Shinra Ceremonial Rifle	Napalm Assault	Fire	840.0	Single Enemy	Deal 840.0% Phys. Fire damage [Rng: Single Enemy] \nApplies Status Ailment: Enfeeble [Rng: Single Enemy] [Dur: 60s] [Ext: 12s]\nWhen HP is greater than 50.0%, Fire Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nOn first use, +2 ATB Gauge [Rng: All Allies] 	Phys.	4		Status Ailment: Enfeeble			60		12			Single Enemy	StatusConditionEffect	Fire Damage Up	When HP is greater than 50.0%		20		6	Mid	High	All Allies	BuffDebuff	ATB+	On first use					2		All Allies	AtbChangeEffect																								Limited		PATK Boost I	PATK Boost I	△ Triangle Boost II (+4)		No limit
52032	Lucia	Aldebaran	Triple Split Shot	Non-Elemental	2000.0	Single Enemy	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: Single Enemy] \nApplies HP Gain [When triggered: restores 10.0% of target's max HP] [Rng: All Allies] [Dur: 50s] [Ext: 50s] \nApplies Amp. Phys. Abilities [Damage +30.0% up to 1 time(s)] [Rng: All Allies] [Dur: 50s] [Ext: 0s] \nApplies Amp. Mag. Abilities [Damage +30.0% up to 1 time(s)] [Rng: All Allies] [Dur: 50s] [Ext: 0s] 	Phys./Mag.	0		HP Gain			50		50	10.0%		All Allies	StatusChangeEffect	Amp. Phys. Abilities			50	1	0	30.0%		All Allies	StatusChangeEffect	Amp. Mag. Abilities			50	1	0	30.0%		All Allies	StatusChangeEffect																								Ultimate	15				50	3
52034	Lucia	Desperado Rifle	Frozen Prism	Ice	780.0	All Enemies	Deal 780.0% Phys. Ice damage [Rng: All Enemies] \nPDEF Down [Pot: Mid] [Rng: All Enemies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is greater than 70.0%, Ice Damage Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] 	Phys.	4		PDEF Down			20		6	Mid	High	All Enemies	BuffDebuff	Ice Damage Up	When HP is greater than 70.0%		20		6	Mid	High	All Allies	BuffDebuff																																		Featured		PATK Boost I	PATK Boost I	△ Triangle Boost II (+4)		No limit
52036	Lucia	Total Eclipse	Radiant Force	Non-Elemental	2000.0	All Enemies	Deal 2000.0% Phys./Mag. Non-Elemental damage [Rng: All Enemies] \nIncreases Overspeed Gauge [Pot: 50.0%] [Rng: All Allies] \nApplies Haste [Rng: All Allies] [Dur: 20s] [Ext: 20s] 	Phys./Mag.	0		Increases Overspeed Gauge						50.0%		All Allies	OveraccelGaugeChangeEffect	Haste			20		20	0.0%		All Allies	StatusChangeEffect																																		Ultimate	0				60	2
56001	Angeal	Type-90 Longsword	Rapid Blade	Non-Elemental	750.0	Single Enemy	Deal 750.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nApplies Regen [Rng: Self] [Dur: 9s] [Ext: 3s] \n[Crit rate:10.0%] 	Phys.	4		Provoke			60		0	0.0%		Self	StatusChangeEffect	Regen			9		3	30.0%		Self	StatusChangeEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		ATK Boost I	PATK Boost I	PATK Boost I		No limit
56002	Angeal	Greatsword (A)	Crushing Swing	Non-Elemental	540.0	All Enemies	Deal 540.0% Phys. Non-Elemental damage [Rng: All Enemies] \nPDEF Down [Pot: High] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] \n[Crit rate:10.0%] 	Phys.	4		PDEF Down			30		10	High	High	All Enemies	BuffDebuff	Veil			60		12	10.0%		Self	StatusChangeEffect	Crit Rate						10.0%		All Enemies	AdditionalEffect																								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56003	Angeal	Type-91 Two-Hander	Flash Thrust	Non-Elemental	420.0	Single Enemy	Deal 420.0% Mag. Non-Elemental damage [Rng: Single Enemy] \nPATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: High] \nWhen HP is greater than 50.0%, MATK Down [Pot: Mid] [Rng: Single Enemy] [Dur: 24s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	3	◊ Diamond	PATK Down			24		8	Mid	High	Single Enemy	BuffDebuff	MATK Down	When HP is greater than 50.0%		24		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56004	Angeal	Shinra Greatsword: Model I	Shock Slash	Non-Elemental	620.0	Single Enemy	Deal 620.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nEarth Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] \n[Crit rate:10.0%] 	Phys.	4		Earth Resistance Down			30		10	High	High	Single Enemy	BuffDebuff	Veil			60		12	10.0%		Self	StatusChangeEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																								Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56005	Angeal	CC Alloy Greatsword	Thundaga Burst	Lightning	900.0	Single Enemy	Deal 900.0% Mag. Lightning damage [Rng: Single Enemy] 	Mag.	4																																																							Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56006	Angeal	Stalwart Integrity	Fortress Guard	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nPDEF Up [Pot: High] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is greater than 70.0%, PATK Up [Pot: High] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] 	Mag.	4		PDEF Up			20		6	High	High	All Allies	BuffDebuff	PATK Up	When HP is greater than 70.0%		20		6	High	High	All Allies	BuffDebuff																																		Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
56007	Angeal	Innocent Warrior	Firaga A	Fire	520.0	All Enemies	Deal 520.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																																							Featured		MATK Boost I	MATK Boost I	MATK Boost I		No limit
56008	Angeal	Gargantuan Monolith	Mark of Bravery	Heal	16.0	Self	Phys. heal is cast [16.0% of Healing Pot.] [Rng: Self] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nMDEF Up [Pot: High] [Rng: Self] [Dur: 44s] [Ext: 14s] [Max pot: High] \n{Spade Customization} MATK Up [Pot: High] [Rng: All Allies] [Dur: 30s] [Ext: 10s] [Max pot: High] 	Phys.	4		Provoke			60		0	0.0%		Self	StatusChangeEffect	MDEF Up			44		14	High	High	Self	BuffDebuff	MATK Up		Spade	30		10	High	High	All Allies	BuffDebuff																								Featured		ATK Boost I	PATK Boost I	MATK Boost I		No limit
56009	Angeal	Sequoiadendron	Earthly Horn	Earth	600.0	Single Enemy	Deal 600.0% Phys. Earth damage [Rng: Single Enemy] 	Phys.	4																																																							Featured		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56010	Angeal	Tranquility	Smashing Splash	Water	940.0	Single Enemy	Deal 940.0% Phys. Water damage [Rng: Single Enemy] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] 	Phys.	4		Provoke			60		0	0.0%		Self	StatusChangeEffect	Veil			60		12	10.0%		Self	StatusChangeEffect																																		Limited		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
56011	Angeal	Orchard Shovel	Good Harvest	Non-Elemental	490.0	Single Enemy	Deal 490.0% Phys. Non-Elemental damage [Rng: Single Enemy] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \n[Crit rate:10.0%] 	Phys.	4		Provoke			60		0	0.0%		Self	StatusChangeEffect	Crit Rate						10.0%		Single Enemy	AdditionalEffect																																		Guild		PATK Boost I	PATK Boost I	PATK Boost I		No limit
56012	Angeal	Ultimate Type-90 Longsword	Unyielding Keeper	Heal	5.0	All Allies	Mag. heal is cast [5.0% of Healing Pot.] [Rng: All Allies] \nPDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 20s] [Max pot: High] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 20s] [Max pot: High] 	Mag.	0		PDEF Up			20		20	Mid	High	All Allies	BuffDebuff	MDEF Up			20		20	Mid	High	All Allies	BuffDebuff																																		Ultimate	30				30	1
56013	Angeal	Cyan's Blade	Blizzara Impact	Ice	450.0	Single Enemy	Deal 450.0% Phys. Ice damage [Rng: Single Enemy] 	Phys.	4																																																							Event		ATK Boost I	PATK Boost I	PATK Boost I		No limit
56014	Angeal	Mythril Slasher	Geyser Eruption	Water	580.0	All Enemies	Deal 580.0% Mag. Water damage [Rng: All Enemies] \nWhen debuff is on target, Water Resistance Down [Pot: Mid] [Rng: All Enemies] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] 	Mag.	4		Water Resistance Down	When debuff is on target		30		10	Mid	High	All Enemies	BuffDebuff	Provoke			60		0	0.0%		Self	StatusChangeEffect																																		Featured		MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)		No limit
56015	Angeal	Volcanic Heat	Volcanic Swing	Fire	620.0	Single Enemy	Deal 620.0% Phys. Fire damage [Rng: Single Enemy] \nWhen HP is greater than 50.0%, Fire Resistance Down [Pot: High] [Rng: Single Enemy] [Dur: 30s] [Ext: 10s] [Max pot: High] \nApplies Veil [Pot: +10.0% of target's max HP] [Rng: Self] [Dur: 60s] [Ext: 12s] 	Phys.	4		Fire Resistance Down	When HP is greater than 50.0%		30		10	High	High	Single Enemy	BuffDebuff	Veil			60		12	10.0%		Self	StatusChangeEffect																																		Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
56016	Angeal	Titan Blade	Quakera Surge	Earth	450.0	Single Enemy	Deal 450.0% Mag. Earth damage [Rng: Single Enemy] 	Mag.	4																																																							Grindable		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56017	Angeal	Turks' Blade	Debravera Surge A	Non-Elemental	250.0	All Enemies	Deal 250.0% Mag. Non-Elemental damage [Rng: All Enemies] \nPATK Down [Pot: Low] [Rng: All Enemies] [Dur: 35s] [Ext: 8s] [Max pot: Mid] \n[Crit rate:10.0%] 	Mag.	4		PATK Down			35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate						10.0%		All Enemies	AdditionalEffect																																		Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56019	Angeal	Greatsword of the Worthy	Shield of the Mighty	Heal	8.0	All Allies	Mag. heal is cast [8.0% of Healing Pot.] [Rng: All Allies] \nPDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nMDEF Up [Pot: Mid] [Rng: All Allies] [Dur: 20s] [Ext: 6s] [Max pot: High] \nWhen HP is less than 70.0%, Applies Veil [Pot: +10.0% of target's max HP] [Rng: All Allies] [Dur: 60s] [Ext: 12s] 	Mag.	4		PDEF Up			20		6	Mid	High	All Allies	BuffDebuff	MDEF Up			20		6	Mid	High	All Allies	BuffDebuff	Veil	When HP is less than 70.0%		60		12	10.0%		All Allies	StatusChangeEffect																								Limited		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
56020	Angeal	Blade of the Hunt	Blizzara Surge A	Ice	290.0	All Enemies	Deal 290.0% Mag. Ice damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56021	Angeal	Penance Blade	Fira Surge A	Fire	290.0	All Enemies	Deal 290.0% Mag. Fire damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	MATK Boost I	MATK Boost I		No limit
56022	Angeal	Inflatable Buster Sword	Torque Slash	Non-Elemental	640.0	All Enemies	Deal 640.0% Phys. Non-Elemental damage [Rng: All Enemies] \nApplies Status Ailment: Water Weakness [Rng: All Enemies] [Pot: 30.0%] [Dur: 60s] [Ext: 12s]\nApplies Provoke [Rng: Self] [Dur: 60s] [Ext: 0s] \nWhen HP is greater than 70.0%, PDEF Up [Pot: High] [Rng: All Allies] [Dur: 25s] [Ext: 8s] [Max pot: High] \n[Crit rate:10.0%] 	Phys.	4		Status Ailment: Water Weakness			60		12	30.0%		All Enemies	StatusConditionEffect	Provoke			60		0	0.0%		Self	StatusChangeEffect	PDEF Up	When HP is greater than 70.0%		25		8	High	High	All Allies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect															Featured		PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)		No limit
56023	Angeal	Rhad Blade	Watera Surge A	Water	290.0	All Enemies	Deal 290.0% Mag. Water damage [Rng: All Enemies] 	Mag.	4																																																							Event		ATK Boost I	ATK Boost I	MATK Boost I		No limit
